Farm_ID,Crop_Type,Farm_Area(acres),Irrigation_Type,Fertilizer_Used(tons),Pesticide_Used(kg),Yield(tons),Soil_Type,Season,Water_Usage(cubic meters)
F3434,Tomato,268.22,Flood,5.79,2.28,4667.76,Silty,Zaid,63638.35
F3435,Barley,193.48,Flood,4.5,2.46,1868.55,Sandy,Zaid,68489.61
F3436,Carrot,494.99,Drip,5.02,7.89,7755.37,Peaty,Kharif,174842.32
F3437,Cotton,158.07,Manual,1.88,2.32,984.19,Clay,Kharif,33394.67
F3438,Barley,145.99,Rain-fed,3.28,1.07,1412.2,Peaty,Zaid,51722.35
F3439,Tomato,433.57,Drip,8.19,6.26,7659.21,Sandy,Kharif,109425.16
F3440,Barley,11.65,Flood,0.17,0.16,84.93,Peaty,Rabi,2733.52
F3441,Maize,108.61,Manual,1.76,1.45,833.45,Peaty,Kharif,23429.69
F3442,Carrot,299.32,Rain-fed,13.0,5.21,4028.94,Sandy,Rabi,71315.15
F3443,Potato,89.6,Sprinkler,3.35,0.7,1716.69,Loamy,Kharif,37157.25
F3444,Wheat,493.04,Manual,14.48,8.02,3519.11,Silty,Kharif,97657.96
F3445,Tomato,237.46,Rain-fed,11.01,3.9,4793.64,Clay,Zaid,88522.35
F3446,Carrot,302.71,Drip,3.38,4.79,5402.41,Silty,Rabi,139321.01
F3447,Potato,88.58,Sprinkler,2.11,1.12,1370.03,Clay,Zaid,21275.12
F3448,Potato,151.8,Rain-fed,6.52,1.66,1975.89,Silty,Kharif,16971.44
F3449,Sugarcane,311.17,Rain-fed,10.93,3.4,5562.14,Peaty,Zaid,34179.24
F3450,Barley,279.28,Flood,13.76,4.47,1679.08,Loamy,Kharif,43512.33
F3451,Potato,394.34,Manual,18.84,4.92,5400.54,Peaty,Kharif,56791.79
F3452,Maize,141.92,Flood,2.38,1.43,1623.45,Loamy,Kharif,56661.0
F3453,Carrot,330.24,Sprinkler,16.14,4.75,4361.32,Sandy,Rabi,71971.65
F3454,Rice,152.58,Rain-fed,7.3,2.68,1676.83,Clay,Rabi,55081.25
F3455,Rice,297.51,Flood,7.42,1.76,1791.43,Clay,Rabi,34803.22
F3456,Tomato,306.47,Manual,15.11,6.0,5238.01,Sandy,Zaid,66900.16
F3457,Soybean,69.7,Sprinkler,0.8,0.45,468.06,Silty,Kharif,13498.22
F3458,Barley,278.83,Drip,10.16,3.53,1940.23,Sandy,Zaid,58764.08
F3459,Soybean,15.85,Flood,0.33,0.21,99.55,Sandy,Zaid,2794.11
F3460,Potato,255.59,Sprinkler,3.88,1.81,4507.01,Loamy,Kharif,88733.4
F3461,Carrot,351.79,Drip,11.64,6.59,5628.57,Sandy,Zaid,128426.12
F3462,Tomato,45.69,Flood,1.02,0.55,722.76,Clay,Kharif,7282.04
F3463,Cotton,469.97,Sprinkler,17.24,3.36,4817.7,Peaty,Kharif,186322.88
F3464,Potato,234.79,Sprinkler,7.42,3.68,3473.99,Loamy,Kharif,46962.31
F3465,Barley,469.82,Flood,12.08,7.02,3276.63,Loamy,Kharif,100151.91
F3466,Rice,62.63,Sprinkler,1.08,1.22,767.81,Silty,Zaid,27024.25
F3467,Sugarcane,475.45,Rain-fed,16.19,5.53,11827.76,Peaty,Zaid,218929.78
F3468,Carrot,63.51,Flood,2.74,0.57,1107.96,Loamy,Zaid,27301.64
F3469,Wheat,236.13,Sprinkler,8.03,1.39,1519.85,Sandy,Rabi,37569.96
F3470,Soybean,469.62,Drip,16.16,7.51,6110.42,Loamy,Zaid,234670.48
F3471,Tomato,124.03,Drip,3.78,1.77,2501.41,Loamy,Zaid,45748.87
F3472,Soybean,27.04,Rain-fed,0.69,0.53,241.53,Loamy,Rabi,8228.8
F3473,Carrot,398.62,Flood,11.28,6.25,7313.99,Silty,Kharif,192111.59
F3474,Soybean,301.98,Sprinkler,14.97,5.74,3523.75,Loamy,Kharif,128932.29
F3475,Carrot,261.82,Sprinkler,10.47,5.2,4289.74,Loamy,Kharif,98627.39
F3476,Soybean,26.83,Drip,0.73,0.31,313.64,Silty,Rabi,11679.92
F3477,Maize,330.08,Rain-fed,9.34,2.39,2811.75,Peaty,Zaid,83902.77
F3478,Cotton,94.1,Drip,2.82,0.75,914.76,Clay,Zaid,35170.56
F3479,Potato,466.29,Drip,16.96,4.56,6694.14,Silty,Zaid,82174.58
F3480,Potato,346.01,Rain-fed,9.91,4.37,7108.77,Silty,Zaid,171342.36
F3481,Barley,356.45,Flood,13.35,2.44,3404.39,Loamy,Rabi,119620.87
F3482,Wheat,123.96,Sprinkler,2.87,1.18,1455.42,Loamy,Zaid,52770.98
F3483,Wheat,441.57,Flood,11.67,4.25,3722.99,Clay,Kharif,116104.47
F3484,Barley,273.49,Manual,12.19,1.38,2989.24,Loamy,Rabi,110335.16
F3485,Sugarcane,429.97,Manual,9.96,4.43,8888.96,Sandy,Rabi,109622.87
F3486,Potato,142.76,Manual,6.94,0.96,2512.43,Loamy,Kharif,47969.08
F3487,Sugarcane,380.18,Rain-fed,6.43,4.35,9054.26,Loamy,Kharif,156348.97
F3488,Carrot,291.54,Drip,5.73,2.32,3368.8,Sandy,Zaid,42736.4
F3489,Carrot,33.73,Flood,0.96,0.58,455.99,Clay,Kharif,8185.65
F3490,Rice,208.62,Sprinkler,8.74,1.3,2122.9,Sandy,Rabi,66335.18
F3491,Soybean,100.12,Manual,3.93,1.8,764.1,Silty,Rabi,23387.04
F3492,Wheat,186.0,Flood,3.16,2.55,1400.18,Sandy,Rabi,41600.94
F3493,Rice,197.84,Manual,3.85,2.35,1547.8,Peaty,Zaid,42074.26
F3494,Cotton,242.71,Manual,8.01,3.22,1460.34,Silty,Zaid,46386.88
F3495,Barley,304.14,Sprinkler,6.63,3.24,3504.86,Loamy,Kharif,133689.35
F3496,Barley,289.78,Rain-fed,7.79,2.0,3487.18,Silty,Zaid,136044.21
F3497,Carrot,29.11,Drip,0.86,0.48,474.94,Clay,Zaid,11062.17
F3498,Potato,377.84,Rain-fed,12.76,7.15,4871.61,Clay,Rabi,42317.75
F3499,Sugarcane,475.1,Flood,9.52,9.15,11332.3,Sandy,Rabi,196925.8
F3500,Wheat,180.85,Rain-fed,2.99,2.72,1684.21,Silty,Kharif,56566.73
F3501,Rice,98.08,Flood,2.54,1.09,1157.19,Loamy,Rabi,39548.55
F3502,Sugarcane,274.6,Flood,3.65,3.34,5777.17,Clay,Zaid,75497.46
F3503,Rice,355.41,Drip,11.04,5.28,2183.71,Loamy,Kharif,41409.49
F3504,Soybean,342.66,Sprinkler,14.93,5.94,3598.17,Peaty,Kharif,127709.96
F3505,Cotton,309.93,Drip,4.57,3.29,2386.26,Clay,Rabi,86053.52
F3506,Cotton,81.65,Rain-fed,1.18,1.53,894.29,Sandy,Rabi,36712.97
F3507,Sugarcane,420.04,Flood,5.55,4.14,9871.53,Peaty,Rabi,166024.64
F3508,Sugarcane,218.55,Manual,9.6,2.83,4519.47,Silty,Kharif,53289.0
F3509,Sugarcane,118.52,Manual,1.57,2.3,2768.64,Loamy,Rabi,46179.12
F3510,Rice,52.27,Flood,2.58,1.0,510.64,Clay,Zaid,15580.94
F3511,Soybean,214.19,Drip,5.21,3.31,1395.23,Peaty,Kharif,38506.99
F3512,Maize,312.81,Sprinkler,7.24,3.09,2776.06,Peaty,Rabi,83818.0
F3513,Sugarcane,336.04,Drip,4.59,2.78,6517.39,Clay,Zaid,63519.02
F3514,Potato,481.74,Flood,16.1,2.99,6165.62,Silty,Zaid,49133.07
F3515,Wheat,85.04,Flood,2.84,1.33,615.28,Silty,Rabi,16899.51
F3516,Wheat,493.03,Sprinkler,14.67,6.19,3375.54,Sandy,Zaid,90622.95
F3517,Rice,330.79,Rain-fed,7.42,4.49,1866.81,Silty,Kharif,33652.96
F3518,Sugarcane,232.57,Rain-fed,5.75,2.81,5540.59,Sandy,Kharif,96184.93
F3519,Carrot,445.22,Sprinkler,10.16,5.45,5027.24,Peaty,Zaid,58231.46
F3520,Barley,350.3,Rain-fed,9.47,4.75,2871.77,Clay,Kharif,97950.78
F3521,Maize,180.87,Manual,4.28,3.38,1587.38,Silty,Rabi,48320.4
F3522,Potato,443.2,Rain-fed,16.41,2.41,6249.64,Sandy,Zaid,76480.37
F3523,Soybean,336.64,Rain-fed,7.35,5.73,4210.89,Peaty,Kharif,163859.41
F3524,Carrot,352.43,Rain-fed,8.47,3.83,5451.94,Silty,Rabi,120352.64
F3525,Cotton,449.23,Manual,12.32,7.27,4806.29,Loamy,Rabi,191105.23
F3526,Carrot,229.72,Rain-fed,2.33,4.42,3317.84,Peaty,Kharif,68562.54
F3527,Rice,331.88,Manual,9.85,3.18,3803.77,Silty,Zaid,129143.9
F3528,Maize,374.9,Sprinkler,7.59,2.38,4971.54,Peaty,Rabi,182916.93
F3529,Tomato,232.43,Drip,2.85,1.97,4048.89,Clay,Rabi,55635.1
F3530,Tomato,50.89,Sprinkler,2.36,0.42,962.9,Clay,Rabi,15354.26
F3531,Sugarcane,388.01,Drip,8.88,6.26,8462.82,Clay,Rabi,118657.8
F3532,Sugarcane,33.43,Sprinkler,0.9,0.2,859.3,Loamy,Zaid,16607.96
F3533,Rice,361.78,Drip,15.59,2.09,2800.98,Clay,Kharif,69909.87
F3534,Soybean,456.33,Drip,7.61,7.03,4700.01,Loamy,Kharif,168897.81
F3535,Sugarcane,180.01,Flood,7.92,2.4,3403.7,Clay,Kharif,27954.84
F3536,Barley,60.01,Drip,1.18,0.68,727.33,Peaty,Rabi,28254.6
F3537,Maize,124.1,Drip,4.17,1.69,1280.83,Silty,Zaid,41717.69
F3538,Rice,285.52,Flood,10.69,4.58,3613.69,Silty,Kharif,126702.77
F3539,Wheat,471.9,Rain-fed,21.8,3.09,5861.93,Clay,Zaid,216177.29
F3540,Cotton,261.02,Rain-fed,8.95,3.47,2260.79,Silty,Kharif,84268.26
F3541,Rice,65.24,Flood,1.84,1.13,726.07,Clay,Rabi,24322.14
F3542,Rice,317.61,Manual,10.45,3.31,3580.01,Clay,Kharif,120530.69
F3543,Tomato,369.09,Drip,6.67,6.07,6754.12,Sandy,Rabi,104893.69
F3544,Potato,202.71,Drip,7.61,3.58,3293.24,Sandy,Rabi,55529.15
F3545,Soybean,363.54,Flood,6.35,6.29,2263.91,Sandy,Kharif,63429.08
F3546,Potato,169.16,Flood,5.46,2.5,2675.38,Loamy,Zaid,42894.0
F3547,Barley,396.65,Manual,14.24,6.25,4992.29,Sandy,Rabi,196860.57
F3548,Wheat,177.13,Rain-fed,8.14,2.98,1308.25,Clay,Zaid,36832.27
F3549,Tomato,135.49,Sprinkler,3.79,2.17,2821.71,Peaty,Kharif,54871.25
F3550,Wheat,440.8,Rain-fed,18.08,5.19,2498.25,Sandy,Rabi,54544.01
F3551,Barley,278.75,Drip,4.66,2.06,2325.13,Sandy,Zaid,79998.34
F3552,Potato,149.73,Flood,2.43,1.44,1959.67,Peaty,Rabi,18470.88
F3553,Rice,468.19,Manual,14.51,3.8,4438.47,Clay,Kharif,135925.66
F3554,Sugarcane,348.52,Rain-fed,11.8,3.63,6259.36,Loamy,Rabi,38692.71
F3555,Sugarcane,118.14,Manual,4.17,1.46,2665.51,Sandy,Kharif,40796.96
F3556,Carrot,311.17,Rain-fed,12.39,6.03,4786.66,Peaty,Zaid,104120.21
F3557,Cotton,436.48,Drip,9.51,8.46,4608.73,Clay,Rabi,182943.3
F3558,Soybean,351.12,Sprinkler,12.26,5.81,3386.82,Silty,Zaid,117031.73
F3559,Barley,129.93,Manual,2.28,2.56,1559.07,Loamy,Kharif,61119.96
F3560,Cotton,327.94,Manual,6.15,6.55,3385.94,Peaty,Kharif,135516.75
F3561,Soybean,313.39,Sprinkler,3.98,5.73,1829.55,Peaty,Zaid,47968.0
F3562,Cotton,412.21,Manual,16.44,2.55,2627.55,Peaty,Zaid,84993.98
F3563,Potato,97.28,Manual,2.95,1.11,1247.96,Sandy,Kharif,10749.23
F3564,Soybean,352.82,Rain-fed,6.89,4.59,2771.85,Silty,Zaid,89776.57
F3565,Potato,23.41,Rain-fed,0.76,0.16,393.4,Loamy,Kharif,7112.8
F3566,Rice,351.13,Sprinkler,8.49,6.01,4641.72,Clay,Zaid,167971.08
F3567,Tomato,480.61,Drip,20.9,3.47,9157.8,Clay,Kharif,148465.1
F3568,Potato,95.45,Manual,2.97,1.03,1809.26,Silty,Kharif,39364.75
F3569,Sugarcane,162.54,Drip,1.82,0.98,3217.52,Peaty,Rabi,33679.2
F3570,Cotton,295.61,Sprinkler,14.6,3.8,1664.83,Peaty,Kharif,47670.59
F3571,Carrot,368.87,Sprinkler,4.79,5.15,6307.22,Peaty,Kharif,156525.78
F3572,Maize,178.74,Rain-fed,6.76,2.86,1339.5,Peaty,Rabi,35564.3
F3573,Soybean,335.49,Manual,9.22,3.39,3972.27,Peaty,Rabi,150477.3
F3574,Barley,450.65,Flood,9.0,6.25,2698.02,Silty,Zaid,75681.57
F3575,Carrot,366.01,Sprinkler,13.56,5.86,6416.63,Sandy,Zaid,161278.35
F3576,Sugarcane,358.4,Manual,5.39,5.89,8516.96,Loamy,Kharif,146635.89
F3577,Potato,197.17,Drip,8.74,1.88,3502.81,Peaty,Zaid,67921.24
F3578,Tomato,456.6,Rain-fed,9.14,2.75,9731.94,Sandy,Zaid,200944.46
F3579,Rice,145.89,Drip,3.57,0.81,1221.76,Clay,Kharif,33887.51
F3580,Maize,110.59,Sprinkler,3.9,1.83,767.6,Silty,Rabi,18403.25
F3581,Wheat,188.47,Sprinkler,1.89,2.03,1188.17,Sandy,Rabi,30685.94
F3582,Carrot,328.58,Drip,9.5,2.3,4252.81,Peaty,Kharif,68391.09
F3583,Tomato,432.22,Sprinkler,19.78,3.36,7979.98,Peaty,Kharif,120369.93
F3584,Wheat,74.72,Manual,2.78,1.23,913.54,Peaty,Kharif,33653.94
F3585,Maize,408.76,Sprinkler,10.43,5.72,2521.44,Sandy,Kharif,55515.85
F3586,Barley,408.28,Rain-fed,14.87,5.11,4909.9,Peaty,Kharif,190299.62
F3587,Barley,297.59,Manual,14.12,4.27,3615.91,Sandy,Kharif,139926.42
F3588,Cotton,382.72,Flood,6.7,2.7,3799.16,Peaty,Zaid,149602.18
F3589,Maize,99.12,Sprinkler,3.1,0.97,1262.12,Clay,Zaid,45607.15
F3590,Maize,93.1,Sprinkler,1.81,0.99,1079.29,Clay,Zaid,37983.14
F3591,Wheat,432.77,Rain-fed,19.12,4.21,4133.24,Loamy,Rabi,134730.75
F3592,Tomato,254.09,Rain-fed,9.87,4.57,4958.07,Peaty,Kharif,86467.78
F3593,Soybean,130.51,Drip,5.49,1.79,1316.97,Peaty,Kharif,45846.56
F3594,Wheat,347.48,Drip,16.58,5.54,2202.69,Sandy,Zaid,52384.83
F3595,Rice,447.02,Drip,8.62,3.82,3215.46,Sandy,Rabi,79221.42
F3596,Barley,319.84,Rain-fed,3.82,2.87,2778.0,Peaty,Zaid,98941.11
F3597,Barley,180.2,Drip,3.9,1.51,1023.49,Loamy,Kharif,26325.52
F3598,Cotton,246.79,Drip,6.41,3.78,2949.49,Peaty,Kharif,119936.2
F3599,Rice,378.61,Flood,13.25,3.88,3686.3,Sandy,Zaid,114663.0
F3600,Barley,43.08,Drip,1.81,0.48,339.98,Peaty,Zaid,10856.54
F3601,Wheat,116.41,Sprinkler,2.79,1.82,744.49,Sandy,Kharif,18976.79
F3602,Rice,236.67,Rain-fed,6.85,4.63,2114.62,Peaty,Zaid,63098.3
F3603,Wheat,306.08,Manual,12.68,2.27,2362.46,Silty,Kharif,67634.22
F3604,Soybean,176.19,Flood,3.35,1.05,963.36,Sandy,Zaid,23815.91
F3605,Soybean,156.21,Rain-fed,2.92,1.24,1962.29,Loamy,Rabi,76044.11
F3606,Barley,30.28,Rain-fed,1.02,0.49,206.2,Silty,Kharif,6237.06
F3607,Barley,25.97,Sprinkler,0.71,0.21,267.01,Peaty,Rabi,9771.44
F3608,Tomato,146.56,Drip,7.03,2.02,2280.91,Sandy,Zaid,20009.76
F3609,Soybean,269.95,Sprinkler,6.55,3.74,3303.63,Silty,Rabi,125598.05
F3610,Carrot,282.62,Drip,11.41,2.66,4411.96,Loamy,Zaid,95045.95
F3611,Carrot,252.07,Drip,8.4,1.52,4039.09,Sandy,Rabi,91439.35
F3612,Cotton,210.84,Rain-fed,2.57,2.32,2171.41,Silty,Rabi,87017.2
F3613,Soybean,133.62,Drip,1.79,1.04,1300.27,Silty,Rabi,45747.95
F3614,Wheat,206.34,Flood,3.74,1.6,1180.05,Silty,Kharif,26486.45
F3615,Wheat,77.99,Flood,1.23,1.0,664.8,Clay,Rabi,21200.9
F3616,Sugarcane,66.48,Flood,1.54,1.0,1311.35,Peaty,Zaid,13615.29
F3617,Rice,156.97,Rain-fed,5.21,0.96,1492.9,Sandy,Zaid,46257.64
F3618,Potato,497.72,Sprinkler,16.97,6.81,7941.8,Sandy,Kharif,130268.53
F3619,Carrot,169.98,Manual,5.7,1.48,2934.64,Sandy,Kharif,73197.15
F3620,Barley,468.86,Drip,6.89,7.08,3103.28,Silty,Zaid,93219.01
F3621,Cotton,202.21,Manual,6.88,3.47,1175.04,Peaty,Rabi,36502.76
F3622,Potato,225.11,Sprinkler,5.94,3.85,4591.1,Loamy,Zaid,108783.29
F3623,Maize,400.56,Sprinkler,18.47,4.23,5296.8,Sandy,Kharif,192191.74
F3624,Cotton,55.88,Rain-fed,2.6,0.75,683.39,Peaty,Kharif,27795.31
F3625,Maize,99.33,Flood,4.05,1.68,1004.47,Peaty,Zaid,32517.05
F3626,Soybean,487.18,Flood,18.57,2.88,2870.67,Clay,Rabi,70766.84
F3627,Maize,257.9,Sprinkler,3.76,3.63,3202.05,Sandy,Rabi,116587.88
F3628,Maize,31.71,Rain-fed,0.42,0.56,205.66,Silty,Kharif,5011.91
F3629,Tomato,33.22,Rain-fed,1.45,0.35,531.2,Peaty,Zaid,5388.98
F3630,Tomato,454.55,Drip,12.31,5.38,7399.28,Peaty,Zaid,80618.18
F3631,Tomato,437.95,Flood,12.29,6.78,8739.42,Loamy,Kharif,158260.51
F3632,Soybean,234.62,Sprinkler,10.3,1.41,1384.43,Clay,Zaid,33521.78
F3633,Potato,89.98,Manual,3.14,0.97,1704.45,Peaty,Kharif,37009.43
F3634,Cotton,416.84,Flood,7.16,3.93,1915.43,Peaty,Rabi,51396.57
F3635,Cotton,169.05,Drip,3.12,0.89,864.77,Silty,Rabi,24373.98
F3636,Barley,215.34,Rain-fed,2.21,1.71,1719.29,Silty,Zaid,58958.61
F3637,Tomato,344.41,Sprinkler,13.23,3.77,6167.75,Loamy,Rabi,86678.04
F3638,Soybean,183.17,Flood,5.39,1.46,2360.85,Loamy,Rabi,90828.56
F3639,Barley,318.05,Manual,15.27,4.46,4003.21,Loamy,Kharif,154808.59
F3640,Rice,443.79,Drip,17.11,5.21,3275.49,Silty,Kharif,78050.3
F3641,Barley,400.71,Drip,5.66,2.24,4904.55,Silty,Zaid,191807.73
F3642,Potato,196.99,Flood,3.24,1.8,3571.89,Clay,Kharif,74246.25
F3643,Carrot,151.09,Manual,4.54,0.8,2097.93,Sandy,Zaid,39817.56
F3644,Maize,149.9,Drip,7.04,1.55,1731.63,Sandy,Zaid,59338.32
F3645,Tomato,180.81,Sprinkler,3.6,1.61,3953.15,Clay,Kharif,83182.64
F3646,Carrot,251.82,Drip,10.83,3.86,3087.19,Sandy,Rabi,43327.87
F3647,Barley,214.13,Manual,4.82,2.06,1331.68,Silty,Rabi,38199.94
F3648,Soybean,75.17,Rain-fed,1.56,0.8,601.7,Sandy,Rabi,19806.94
F3649,Maize,90.09,Rain-fed,4.15,1.43,626.55,Silty,Rabi,15107.28
F3650,Cotton,178.04,Flood,2.12,2.17,1230.52,Clay,Zaid,43468.97
F3651,Wheat,285.41,Manual,10.4,3.81,2978.82,Loamy,Rabi,102256.23
F3652,Maize,300.41,Drip,3.52,5.29,3566.86,Clay,Zaid,127710.49
F3653,Potato,248.24,Drip,10.43,2.01,3782.56,Sandy,Kharif,54805.25
F3654,Potato,372.0,Rain-fed,16.06,7.38,5583.63,Silty,Kharif,79121.56
F3655,Barley,371.25,Rain-fed,16.98,6.87,4053.44,Sandy,Zaid,152917.62
F3656,Rice,219.54,Sprinkler,3.83,2.04,1901.16,Sandy,Rabi,55413.56
F3657,Potato,70.98,Rain-fed,1.06,1.31,1354.4,Loamy,Zaid,30334.44
F3658,Potato,269.79,Sprinkler,8.13,4.4,5568.17,Sandy,Rabi,134178.46
F3659,Soybean,196.92,Drip,4.11,3.73,2514.15,Loamy,Rabi,96858.46
F3660,Barley,77.58,Sprinkler,2.66,1.19,781.98,Silty,Zaid,28323.33
F3661,Maize,491.09,Sprinkler,15.0,7.42,4199.19,Silty,Zaid,122814.49
F3662,Rice,191.18,Flood,3.02,0.97,1184.38,Loamy,Rabi,24126.16
F3663,Carrot,316.64,Rain-fed,12.53,3.84,5254.51,Clay,Zaid,125141.65
F3664,Wheat,250.16,Sprinkler,10.54,2.0,3306.39,Silty,Rabi,122876.86
F3665,Tomato,79.99,Drip,3.88,0.79,1234.38,Clay,Zaid,10173.7
F3666,Cotton,37.22,Manual,0.96,0.73,155.82,Silty,Kharif,3813.45
F3667,Potato,316.63,Sprinkler,7.44,1.99,6143.65,Silty,Rabi,137007.83
F3668,Barley,131.04,Rain-fed,2.32,2.08,702.65,Peaty,Kharif,18464.11
F3669,Tomato,129.39,Flood,2.23,0.98,1966.49,Sandy,Zaid,17163.54
F3670,Cotton,478.92,Drip,10.94,2.45,5488.45,Sandy,Kharif,222282.49
F3671,Cotton,236.27,Flood,11.64,2.96,1172.63,Clay,Zaid,31145.99
F3672,Carrot,24.42,Manual,0.33,0.18,278.85,Sandy,Rabi,3555.55
F3673,Carrot,176.52,Sprinkler,3.6,3.44,2678.05,Clay,Zaid,57869.42
F3674,Carrot,296.4,Sprinkler,3.98,2.39,4946.3,Silty,Zaid,119368.23
F3675,Sugarcane,171.0,Rain-fed,3.58,1.35,3556.84,Peaty,Rabi,44430.23
F3676,Sugarcane,23.16,Sprinkler,0.32,0.13,486.02,Peaty,Zaid,6211.66
F3677,Cotton,227.71,Drip,6.91,2.27,2134.54,Silty,Rabi,80394.0
F3678,Carrot,61.89,Manual,1.7,0.33,912.17,Loamy,Zaid,18702.55
F3679,Soybean,313.39,Flood,5.32,3.91,1569.22,Loamy,Rabi,33674.0
F3680,Potato,313.6,Manual,5.33,3.95,4207.49,Sandy,Kharif,45607.54
F3681,Tomato,28.5,Sprinkler,1.0,0.17,553.67,Clay,Zaid,9480.9
F3682,Tomato,152.43,Flood,3.88,1.31,3203.6,Peaty,Zaid,63632.72
F3683,Sugarcane,212.71,Rain-fed,2.61,3.72,5002.93,Sandy,Zaid,86197.36
F3684,Cotton,279.63,Manual,13.09,3.34,2868.75,Silty,Rabi,110739.57
F3685,Barley,155.07,Flood,4.06,1.79,1680.23,Peaty,Zaid,63347.94
F3686,Maize,151.0,Flood,5.08,2.34,887.59,Clay,Rabi,17783.89
F3687,Maize,491.68,Flood,22.33,7.73,6267.4,Clay,Zaid,225208.24
F3688,Sugarcane,30.51,Drip,0.8,0.5,759.27,Loamy,Kharif,13905.07
F3689,Barley,494.63,Manual,21.18,8.63,4419.85,Sandy,Zaid,154705.93
F3690,Sugarcane,33.4,Flood,1.56,0.28,663.49,Silty,Kharif,6660.91
F3691,Maize,151.29,Manual,2.57,0.91,1533.32,Peaty,Rabi,50964.36
F3692,Barley,251.91,Flood,11.51,2.7,2339.37,Clay,Kharif,81405.34
F3693,Carrot,80.22,Rain-fed,1.19,1.43,984.94,Peaty,Zaid,15175.53
F3694,Cotton,76.07,Rain-fed,1.6,0.47,678.93,Silty,Zaid,25960.65
F3695,Tomato,135.59,Rain-fed,5.74,1.85,2865.91,Peaty,Rabi,56802.4
F3696,Soybean,487.02,Sprinkler,22.42,7.56,5571.75,Sandy,Zaid,205737.44
F3697,Rice,196.26,Flood,7.33,2.4,1230.5,Loamy,Zaid,24312.18
F3698,Cotton,287.34,Sprinkler,4.08,2.54,1644.83,Peaty,Rabi,51394.71
F3699,Carrot,355.1,Manual,10.98,3.51,5711.28,Loamy,Rabi,130425.47
F3700,Maize,373.69,Sprinkler,12.3,2.27,4668.74,Silty,Kharif,165892.66
F3701,Carrot,347.14,Manual,7.39,3.26,5148.7,Loamy,Rabi,107088.14
F3702,Sugarcane,175.09,Manual,8.69,0.99,4113.05,Peaty,Zaid,67063.11
F3703,Barley,64.75,Manual,1.52,1.03,310.03,Peaty,Rabi,7020.4
F3704,Tomato,148.04,Sprinkler,2.73,2.73,2882.25,Clay,Zaid,50832.62
F3705,Potato,113.04,Flood,1.63,1.64,2292.21,Peaty,Kharif,54799.94
F3706,Sugarcane,76.78,Sprinkler,1.93,1.14,1769.28,Loamy,Rabi,27977.58
F3707,Cotton,22.0,Flood,0.83,0.27,255.54,Clay,Zaid,10317.62
F3708,Sugarcane,468.51,Flood,9.02,3.44,10391.51,Peaty,Rabi,152922.02
F3709,Cotton,461.31,Manual,18.81,2.36,5091.88,Peaty,Rabi,201753.24
F3710,Potato,34.7,Sprinkler,0.54,0.35,474.27,Silty,Rabi,5194.02
F3711,Wheat,94.81,Flood,2.62,1.54,584.06,Clay,Rabi,14165.33
F3712,Tomato,78.36,Rain-fed,2.98,1.52,1228.45,Silty,Kharif,11602.19
F3713,Soybean,147.8,Flood,2.28,1.69,1287.29,Silty,Zaid,43680.56
F3714,Soybean,109.99,Rain-fed,3.73,1.15,831.77,Silty,Rabi,25530.15
F3715,Rice,473.47,Sprinkler,19.87,5.53,5456.29,Sandy,Zaid,183551.49
F3716,Carrot,51.24,Sprinkler,1.73,0.59,923.78,Silty,Kharif,23625.76
F3717,Wheat,113.72,Sprinkler,3.46,1.64,1162.83,Loamy,Zaid,39545.67
F3718,Soybean,49.55,Flood,2.16,0.79,331.81,Peaty,Zaid,9181.65
F3719,Sugarcane,490.39,Drip,24.23,8.23,12407.83,Sandy,Kharif,231635.53
F3720,Carrot,460.02,Flood,7.94,6.78,6834.39,Silty,Rabi,143132.79
F3721,Wheat,361.15,Flood,13.6,4.18,3978.46,Peaty,Zaid,140118.13
F3722,Barley,218.73,Manual,2.89,4.21,2537.69,Clay,Zaid,99783.67
F3723,Barley,103.19,Manual,1.21,1.62,1282.14,Clay,Rabi,51173.96
F3724,Carrot,118.53,Flood,2.52,1.35,1742.89,Peaty,Rabi,35846.49
F3725,Cotton,227.09,Rain-fed,11.09,2.66,2450.32,Loamy,Zaid,96110.02
F3726,Cotton,386.43,Manual,12.4,6.67,3365.73,Peaty,Kharif,126264.48
F3727,Sugarcane,139.72,Flood,2.9,1.62,3009.88,Peaty,Rabi,41158.19
F3728,Wheat,162.29,Drip,2.48,2.07,1526.46,Sandy,Rabi,51134.53
F3729,Wheat,303.97,Rain-fed,14.23,2.85,2781.51,Clay,Kharif,89279.85
F3730,Carrot,126.49,Sprinkler,3.1,2.22,1773.53,Clay,Zaid,33950.64
F3731,Maize,296.27,Flood,6.6,3.8,3338.75,Silty,Rabi,115392.57
F3732,Barley,199.69,Flood,8.85,2.65,1358.34,Peaty,Zaid,39912.93
F3733,Wheat,26.84,Rain-fed,0.92,0.49,270.55,Peaty,Zaid,9301.62
F3734,Carrot,207.32,Manual,3.47,3.9,3373.41,Loamy,Zaid,79857.76
F3735,Potato,460.57,Manual,12.37,8.0,9095.99,Clay,Kharif,210403.92
F3736,Rice,153.62,Manual,7.24,0.92,1306.44,Loamy,Zaid,35756.31
F3737,Potato,168.19,Sprinkler,7.74,1.96,3311.32,Sandy,Zaid,74715.72
F3738,Tomato,42.31,Rain-fed,0.54,0.43,935.68,Silty,Rabi,20229.6
